order_id,datetime,status,order_type,amount,customer_id,product_id
ord149,2026-03-01 14:58:00,Completed,Dine-in,174.06,149,10007
ord150,2026-03-01 15:00:00,Completed,Takeaway,430.43,150,10010
ord151,2026-03-01 15:02:00,Completed,Dine-in,496.07,151,10029
ord152,2026-03-01 15:04:00,Pending,Takeaway,256.14,152,10032
ord153,2026-03-01 15:06:00,Completed,Takeaway,224.74,153,10006
ord154,2026-03-01 15:08:00,Completed,Delivery,314,154,10009
ord155,2026-03-01 15:10:00,Completed,Delivery,478.52,155,10033
ord156,2026-03-01 15:12:00,Pending,Dine-in,132.86,156,10021
ord157,2026-03-01 15:14:00,Completed,Dine-in,445.97,157,10018
ord158,2026-03-01 15:16:00,Completed,Delivery,127.92,158,10031
ord159,2026-03-01 15:18:00,Completed,Dine-in,140.45,159,10036
ord160,2026-03-01 15:20:00,Cancelled,Dine-in,0,160,10025
ord161,2026-03-01 15:22:00,Completed,Takeaway,390.15,161,10034
ord162,2026-03-01 15:24:00,Completed,Dine-in,84.58,162,10036
ord163,2026-03-01 15:26:00,Completed,Delivery,367.11,163,10030
ord164,2026-03-01 15:28:00,Pending,Dine-in,217.01,164,10019
ord165,2026-03-01 15:30:00,Completed,Takeaway,253.81,165,10003
ord166,2026-03-01 15:32:00,Completed,Takeaway,175.04,166,10018
ord167,2026-03-01 15:34:00,Completed,Delivery,197.87,167,10014
ord168,2026-03-01 15:36:00,Completed,Dine-in,236.43,168,10019
ord169,2026-03-01 15:38:00,Completed,Delivery,379.95,169,10025
ord170,2026-03-01 15:40:00,Completed,Dine-in,254.55,170,10015
ord171,2026-03-01 15:42:00,Completed,Takeaway,149.66,171,10034
ord172,2026-03-01 15:44:00,Cancelled,Delivery,0,172,10026
ord173,2026-03-01 15:46:00,Pending,Dine-in,168.57,173,10015
ord174,2026-03-01 15:48:00,Completed,Takeaway,151.97,174,10006
ord175,2026-03-01 15:50:00,Completed,Delivery,68.47,175,10032
ord176,2026-03-01 15:52:00,Completed,Delivery,70.75,176,10027
ord177,2026-03-01 15:54:00,Pending,Takeaway,170.32,177,10027
ord178,2026-03-01 15:56:00,Completed,Takeaway,236.42,178,10031
ord179,2026-03-01 15:58:00,Completed,Dine-in,514.42,179,10032
ord180,2026-03-01 16:00:00,Completed,Dine-in,295.94,180,10008
ord181,2026-03-01 16:02:00,Pending,Dine-in,479.24,181,10031
ord182,2026-03-01 16:04:00,Completed,Dine-in,124.06,182,10036
ord183,2026-03-01 16:06:00,Completed,Takeaway,125.44,183,10018
ord184,2026-03-01 16:08:00,Completed,Delivery,305.11,184,10015
ord185,2026-03-01 16:10:00,Completed,Takeaway,281.97,185,10025
ord186,2026-03-01 16:12:00,Completed,Dine-in,501.86,186,10025
ord187,2026-03-01 16:14:00,Completed,Dine-in,150.01,187,10002
ord188,2026-03-01 16:16:00,Pending,Delivery,157.13,188,10027
ord189,2026-03-01 16:18:00,Completed,Dine-in,364.24,189,10003
ord190,2026-03-01 16:20:00,Completed,Delivery,44.52,190,10023
ord191,2026-03-01 16:22:00,Pending,Dine-in,133.54,191,10012
ord192,2026-03-01 16:24:00,Completed,Delivery,452.53,192,10010
ord193,2026-03-01 16:26:00,Pending,Delivery,486.61,193,10033
ord194,2026-03-01 16:28:00,Pending,Delivery,66.85,194,10006
ord195,2026-03-01 16:30:00,Completed,Dine-in,182.38,195,10032
ord196,2026-03-01 16:32:00,Pending,Dine-in,45.26,196,10028
ord197,2026-03-01 16:34:00,Cancelled,Delivery,0,197,10036
ord198,2026-03-01 16:36:00,Completed,Takeaway,245.98,198,10034
ord199,2026-03-01 16:38:00,Pending,Takeaway,354.17,199,10017
ord200,2026-03-01 16:40:00,Completed,Takeaway,420.08,200,10002
ord201,2026-03-01 16:42:00,Completed,Delivery,211.23,201,10023
ord202,2026-03-01 16:44:00,Pending,Dine-in,94.05,202,10031
ord203,2026-03-01 16:46:00,Cancelled,Takeaway,0,203,10010
ord204,2026-03-01 16:48:00,Completed,Takeaway,122.8,204,10013
ord205,2026-03-01 16:50:00,Cancelled,Delivery,0,205,10003
ord206,2026-03-01 16:52:00,Cancelled,Delivery,0,206,10034
ord207,2026-03-01 16:54:00,Pending,Delivery,448.43,207,10018
ord208,2026-03-01 16:56:00,Completed,Dine-in,204.98,208,10008
ord209,2026-03-01 16:58:00,Completed,Delivery,442.28,209,10014
ord210,2026-03-01 17:00:00,Completed,Takeaway,135.36,210,10008
ord211,2026-03-01 17:02:00,Completed,Dine-in,419.82,211,10015
ord212,2026-03-01 17:04:00,Completed,Delivery,369.16,212,10022
ord213,2026-03-01 17:06:00,Pending,Delivery,290.25,213,10036
ord214,2026-03-01 17:08:00,Completed,Takeaway,243.05,214,10009
ord215,2026-03-01 17:10:00,Pending,Takeaway,111.66,215,10026
ord216,2026-03-01 17:12:00,Pending,Delivery,378.89,216,10023
ord217,2026-03-01 17:14:00,Completed,Dine-in,106.06,217,10033
ord218,2026-03-01 17:16:00,Completed,Delivery,508.07,218,10012
ord219,2026-03-01 17:18:00,Pending,Dine-in,123.74,219,10002
ord220,2026-03-01 17:20:00,Pending,Delivery,43.44,220,10020
ord221,2026-03-01 17:22:00,Completed,Takeaway,220.31,221,10003
ord222,2026-03-01 17:24:00,Completed,Takeaway,106.16,222,10005
ord223,2026-03-01 17:26:00,Pending,Delivery,375.67,223,10011
ord224,2026-03-01 17:28:00,Pending,Takeaway,270.14,224,10009
ord225,2026-03-01 17:30:00,Pending,Dine-in,410.98,225,10035
ord226,2026-03-01 17:32:00,Cancelled,Dine-in,0,226,10001
ord227,2026-03-01 17:34:00,Completed,Dine-in,438.54,227,10005
ord228,2026-03-01 17:36:00,Completed,Dine-in,263.2,228,10004
ord229,2026-03-01 17:38:00,Completed,Dine-in,510.4,229,10034
ord230,2026-03-01 17:40:00,Completed,Delivery,191.12,230,10032
ord231,2026-03-01 17:42:00,Completed,Dine-in,251.89,231,10012
ord232,2026-03-01 17:44:00,Completed,Delivery,264.95,232,10031
ord233,2026-03-01 17:46:00,Cancelled,Takeaway,0,233,10002
ord234,2026-03-01 17:48:00,Completed,Dine-in,340.35,234,10025
ord235,2026-03-01 17:50:00,Completed,Dine-in,478.17,235,10013
ord236,2026-03-01 17:52:00,Completed,Dine-in,51.48,236,10004
ord237,2026-03-01 17:54:00,Pending,Delivery,63.82,237,10026
ord238,2026-03-01 17:56:00,Pending,Dine-in,132.42,238,10028
ord239,2026-03-01 17:58:00,Cancelled,Delivery,0,239,10029
ord240,2026-03-01 18:00:00,Completed,Dine-in,235.98,240,10029
ord241,2026-03-01 18:02:00,Completed,Delivery,440.4,241,10001
ord242,2026-03-01 18:04:00,Completed,Takeaway,93.87,242,10018
ord243,2026-03-01 18:06:00,Completed,Delivery,221.57,243,10011
ord244,2026-03-01 18:08:00,Completed,Takeaway,398.36,244,10010
ord245,2026-03-01 18:10:00,Completed,Dine-in,292.97,245,10035
ord246,2026-03-01 18:12:00,Cancelled,Takeaway,0,246,10025
ord247,2026-03-01 18:14:00,Completed,Takeaway,525.05,247,10028
ord248,2026-03-01 18:16:00,Completed,Delivery,524.15,248,10017
ord249,2026-03-01 18:18:00,Completed,Dine-in,474.26,249,10026
ord250,2026-03-01 18:20:00,Completed,Delivery,73.56,250,10029
ord251,2026-03-01 18:22:00,Completed,Delivery,411.02,251,10017
ord252,2026-03-01 18:24:00,Completed,Delivery,422.2,252,10017
ord253,2026-03-01 18:26:00,Completed,Dine-in,276.86,253,10011
ord254,2026-03-01 18:28:00,Completed,Takeaway,339.23,254,10029
ord255,2026-03-01 18:30:00,Completed,Takeaway,352.39,255,10004
ord256,2026-03-01 18:32:00,Completed,Delivery,211.04,256,10007
ord257,2026-03-01 18:34:00,Completed,Dine-in,491.15,257,10010
ord258,2026-03-01 18:36:00,Completed,Dine-in,293.98,258,10025
ord259,2026-03-01 18:38:00,Completed,Dine-in,207.65,259,10006
ord260,2026-03-01 18:40:00,Completed,Dine-in,230.59,260,10013
ord261,2026-03-01 18:42:00,Completed,Delivery,492.89,261,10024
ord262,2026-03-01 18:44:00,Completed,Dine-in,156.99,262,10023
ord263,2026-03-01 18:46:00,Pending,Takeaway,146.67,263,10023
ord264,2026-03-01 18:48:00,Completed,Takeaway,273.93,264,10003
ord265,2026-03-01 18:50:00,Completed,Dine-in,354.01,265,10009
ord266,2026-03-01 18:52:00,Completed,Dine-in,359.13,266,10035
ord267,2026-03-01 18:54:00,Completed,Dine-in,181.15,267,10013
ord268,2026-03-01 18:56:00,Cancelled,Takeaway,0,268,10032
ord269,2026-03-01 18:58:00,Completed,Takeaway,41.31,269,10015
ord270,2026-03-01 19:00:00,Pending,Takeaway,191.79,270,10035
ord271,2026-03-01 19:02:00,Cancelled,Delivery,0,271,10010
ord272,2026-03-01 19:04:00,Pending,Takeaway,380.07,272,10003
ord273,2026-03-01 19:06:00,Completed,Delivery,187.36,273,10019
ord274,2026-03-01 19:08:00,Pending,Delivery,502.71,274,10008
ord275,2026-03-01 19:10:00,Completed,Dine-in,377.54,275,10002
ord276,2026-03-01 19:12:00,Pending,Takeaway,281.7,276,10005
ord277,2026-03-01 19:14:00,Pending,Delivery,442.49,277,10025
ord278,2026-03-01 19:16:00,Completed,Takeaway,482.63,278,10020
ord279,2026-03-01 19:18:00,Cancelled,Dine-in,0,279,10007
ord280,2026-03-01 19:20:00,Pending,Delivery,256.98,280,10028
ord281,2026-03-01 19:22:00,Pending,Takeaway,284.11,281,10003
ord282,2026-03-01 19:24:00,Completed,Delivery,138.33,282,10022
ord283,2026-03-01 19:26:00,Pending,Delivery,429.91,283,10016
ord284,2026-03-01 19:28:00,Completed,Takeaway,104.17,284,10027
ord285,2026-03-01 19:30:00,Completed,Takeaway,235.28,285,10012
ord286,2026-03-01 19:32:00,Pending,Takeaway,242.87,286,10035
ord287,2026-03-01 19:34:00,Completed,Takeaway,383.07,287,10010
ord288,2026-03-01 19:36:00,Completed,Delivery,502.6,288,10020
ord289,2026-03-01 19:38:00,Pending,Delivery,133.1,289,10026
ord290,2026-03-01 19:40:00,Pending,Delivery,312.37,290,10023
ord291,2026-03-01 19:42:00,Completed,Takeaway,453.37,291,10002
ord292,2026-03-01 19:44:00,Completed,Takeaway,527.58,292,10006
ord293,2026-03-01 19:46:00,Completed,Takeaway,398.91,293,10028
ord294,2026-03-01 19:48:00,Completed,Delivery,473.43,294,10034
ord295,2026-03-01 19:50:00,Completed,Delivery,495.56,295,10030
ord296,2026-03-01 19:52:00,Completed,Dine-in,260.45,296,10022
ord297,2026-03-01 19:54:00,Pending,Delivery,339.09,297,10011
ord298,2026-03-01 19:56:00,Completed,Takeaway,206.64,298,10026
ord299,2026-03-01 19:58:00,Completed,Takeaway,143.45,299,10014
ord300,2026-03-01 20:00:00,Completed,Takeaway,526.7,300,10014
ord301,2026-03-01 20:02:00,Completed,Delivery,293.19,301,10031
ord302,2026-03-01 20:04:00,Completed,Takeaway,467.1,302,10033
ord303,2026-03-01 20:06:00,Completed,Delivery,389.03,303,10006
ord304,2026-03-01 20:08:00,Completed,Delivery,501.33,304,10014
ord305,2026-03-01 20:10:00,Completed,Takeaway,462.68,305,10024
ord306,2026-03-01 20:12:00,Completed,Takeaway,56.43,306,10013
ord307,2026-03-01 20:14:00,Completed,Dine-in,506.43,307,10010
ord308,2026-03-01 20:16:00,Completed,Takeaway,51.66,308,10012
ord309,2026-03-01 20:18:00,Completed,Delivery,267.06,309,10021
ord310,2026-03-01 20:20:00,Completed,Delivery,355.74,310,10004
ord311,2026-03-01 20:22:00,Completed,Dine-in,93.17,311,10013
ord312,2026-03-01 20:24:00,Completed,Delivery,491.37,312,10002
ord313,2026-03-01 20:26:00,Completed,Dine-in,105.71,313,10024
ord314,2026-03-01 20:28:00,Pending,Delivery,83.12,314,10026
ord315,2026-03-01 20:30:00,Completed,Dine-in,495.39,315,10012
ord316,2026-03-01 20:32:00,Completed,Dine-in,502.8,316,10034
ord317,2026-03-01 20:34:00,Completed,Takeaway,58.5,317,10007
ord318,2026-03-01 20:36:00,Completed,Takeaway,255.95,318,10011
ord319,2026-03-01 20:38:00,Completed,Takeaway,250.98,319,10001
ord320,2026-03-01 20:40:00,Completed,Takeaway,518.83,320,10015
ord321,2026-03-01 20:42:00,Completed,Takeaway,112.79,321,10029
ord322,2026-03-01 20:44:00,Completed,Delivery,323.67,322,10036
ord323,2026-03-01 20:46:00,Completed,Dine-in,458.61,323,10025
ord324,2026-03-01 20:48:00,Completed,Takeaway,140.29,324,10006
ord325,2026-03-01 20:50:00,Completed,Delivery,109.2,325,10006
ord326,2026-03-01 20:52:00,Completed,Takeaway,484.59,326,10030
ord327,2026-03-01 20:54:00,Completed,Dine-in,415.46,327,10015
ord328,2026-03-01 20:56:00,Completed,Dine-in,442.32,328,10025
ord329,2026-03-01 20:58:00,Completed,Dine-in,453.55,329,10029
ord330,2026-03-01 21:00:00,Completed,Dine-in,276.08,330,10004
ord331,2026-03-01 21:02:00,Completed,Dine-in,501.57,331,10010
ord332,2026-03-01 21:04:00,Completed,Dine-in,285.11,332,10036
ord333,2026-03-01 21:06:00,Pending,Delivery,202.71,333,10020
ord334,2026-03-01 21:08:00,Pending,Dine-in,389.1,334,10003
ord335,2026-03-01 21:10:00,Pending,Delivery,516.15,335,10016
ord336,2026-03-01 21:12:00,Pending,Dine-in,477.01,336,10032
ord337,2026-03-01 21:14:00,Completed,Delivery,453.8,337,10031
ord338,2026-03-01 21:16:00,Pending,Dine-in,422.77,338,10020
ord339,2026-03-01 21:18:00,Completed,Dine-in,415.76,339,10018
ord340,2026-03-01 21:20:00,Completed,Delivery,65.97,340,10004
ord341,2026-03-01 21:22:00,Pending,Delivery,311.45,341,10012
ord342,2026-03-01 21:24:00,Completed,Takeaway,159.75,342,10003
ord343,2026-03-01 21:26:00,Completed,Delivery,265.61,343,10022
ord344,2026-03-01 21:28:00,Cancelled,Delivery,0,344,10016
ord345,2026-03-01 21:30:00,Completed,Delivery,227.84,345,10001
ord346,2026-03-01 21:32:00,Cancelled,Delivery,0,346,10030
ord347,2026-03-01 21:34:00,Pending,Dine-in,134.73,347,10027
ord348,2026-03-01 21:36:00,Completed,Takeaway,77.37,348,10032
ord349,2026-03-01 21:38:00,Completed,Takeaway,209.19,349,10036
ord350,2026-03-01 21:40:00,Completed,Delivery,163.89,350,10008
ord351,2026-03-01 21:42:00,Pending,Dine-in,160.89,351,10015
ord352,2026-03-01 21:44:00,Completed,Takeaway,493.96,352,10005
ord353,2026-03-01 21:46:00,Completed,Takeaway,45.74,353,10030
ord354,2026-03-01 21:48:00,Completed,Delivery,228.55,354,10032
ord355,2026-03-01 21:50:00,Completed,Takeaway,475.8,355,10001
ord356,2026-03-01 21:52:00,Completed,Dine-in,236.65,356,10022
ord357,2026-03-01 21:54:00,Cancelled,Delivery,0,357,10024
ord358,2026-03-01 21:56:00,Completed,Dine-in,339.89,358,10004
ord359,2026-03-01 21:58:00,Completed,Delivery,72,359,10032
ord360,2026-03-01 22:00:00,Cancelled,Dine-in,0,360,10026
ord361,2026-03-01 22:02:00,Completed,Delivery,361.13,361,10028
ord362,2026-03-01 22:04:00,Completed,Takeaway,90.23,362,10026
ord363,2026-03-01 22:06:00,Completed,Dine-in,316.14,363,10028
ord364,2026-03-01 22:08:00,Completed,Dine-in,155.9,364,10005
ord365,2026-03-01 22:10:00,Completed,Takeaway,262.67,365,10009
ord366,2026-03-01 22:12:00,Completed,Delivery,81.66,366,10020
ord367,2026-03-01 22:14:00,Completed,Dine-in,492.28,367,10020
ord368,2026-03-01 22:16:00,Pending,Dine-in,218.16,368,10027
ord369,2026-03-01 22:18:00,Completed,Delivery,483.49,369,10030
ord370,2026-03-01 22:20:00,Pending,Dine-in,310.83,370,10015
ord371,2026-03-01 22:22:00,Cancelled,Dine-in,0,371,10033
ord372,2026-03-01 22:24:00,Completed,Takeaway,294.97,372,10013
ord373,2026-03-01 22:26:00,Pending,Delivery,334.57,373,10033
ord374,2026-03-01 22:28:00,Completed,Takeaway,375.54,374,10015
ord375,2026-03-01 22:30:00,Pending,Delivery,67.92,375,10022
ord376,2026-03-01 22:32:00,Completed,Delivery,94.28,376,10035
ord377,2026-03-01 22:34:00,Pending,Takeaway,402.76,377,10014
ord378,2026-03-01 22:36:00,Completed,Delivery,123.41,378,10017
ord379,2026-03-01 22:38:00,Pending,Dine-in,195.17,379,10017
ord380,2026-03-01 22:40:00,Completed,Dine-in,220.84,380,10004
ord381,2026-03-01 22:42:00,Completed,Dine-in,435.42,381,10028
ord382,2026-03-01 22:44:00,Completed,Delivery,233.27,382,10013
ord383,2026-03-01 22:46:00,Completed,Takeaway,304.36,383,10025
ord384,2026-03-01 22:48:00,Completed,Dine-in,117.26,384,10015
ord385,2026-03-01 22:50:00,Completed,Takeaway,284.71,385,10029
ord386,2026-03-01 22:52:00,Completed,Dine-in,512.44,386,10021
ord387,2026-03-01 22:54:00,Completed,Delivery,339.7,387,10021
ord388,2026-03-01 22:56:00,Completed,Dine-in,256.19,388,10005
ord389,2026-03-01 22:58:00,Completed,Dine-in,387.21,389,10009
ord390,2026-03-01 23:00:00,Completed,Takeaway,457.02,390,10010
ord391,2026-03-01 23:02:00,Completed,Delivery,116.59,391,10009
